ORIGIN,DEST,DISTANCE,AIR_TIME,ORIGIN_CITY_NAME,DEST_CITY_NAME
DAL,SFO,1476,209,"Dallas, TX","San Francisco, CA"
DAL,SJC,1450,220,"Dallas, TX","San Jose, CA"
DAL,SLC,999,148,"Dallas, TX","Salt Lake City, UT"
DAL,STL,546,75,"Dallas, TX","St. Louis, MO"
DAL,TPA,917,112,"Dallas, TX","Tampa, FL"
DAL,TUL,238,40,"Dallas, TX","Tulsa, OK"
DAY,ATL,432,76,"Dayton, OH","Atlanta, GA"
DAY,CLT,370,65,"Dayton, OH","Charlotte, NC"
DAY,DCA,391,58,"Dayton, OH","Washington, DC"
DAY,DEN,1085,163,"Dayton, OH","Denver, CO"
DAY,DFW,861,135,"Dayton, OH","Dallas/Fort Worth, TX"
DAY,DTW,166,38,"Dayton, OH","Detroit, MI"
DAY,IAD,368,58,"Dayton, OH","Washington, DC"
DAY,LGA,549,88,"Dayton, OH","New York, NY"
DAY,MSP,574,98,"Dayton, OH","Minneapolis, MN"
DAY,ORD,240,48,"Dayton, OH","Chicago, IL"
DAY,PHL,477,73,"Dayton, OH","Philadelphia, PA"
DBQ,ORD,147,35,"Dubuque, IA","Chicago, IL"
DCA,ALB,318,58,"Washington, DC","Albany, NY"
DCA,ATL,547,88,"Washington, DC","Atlanta, GA"
DCA,BDL,313,51,"Washington, DC","Hartford, CT"
DCA,BGR,590,82,"Washington, DC","Bangor, ME"
DCA,BHM,653,108,"Washington, DC","Birmingham, AL"
DCA,BNA,562,94,"Washington, DC","Nashville, TN"
DCA,BOS,399,62,"Washington, DC","Boston, MA"
DCA,BTV,437,69,"Washington, DC","Burlington, VT"
DCA,BUF,296,53,"Washington, DC","Buffalo, NY"
DCA,CAE,408,71,"Washington, DC","Columbia, SC"
DCA,CHS,444,76,"Washington, DC","Charleston, SC"
DCA,CLE,310,59,"Washington, DC","Cleveland, OH"
DCA,CLT,331,63,"Washington, DC","Charlotte, NC"
DCA,CMH,323,57,"Washington, DC","Columbus, OH"
DCA,CRW,249,48,"Washington, DC","Charleston/Dunbar, WV"
DCA,CVG,411,72,"Washington, DC","Cincinnati, OH"
DCA,DAL,1184,178,"Washington, DC","Dallas, TX"
DCA,DAY,391,69,"Washington, DC","Dayton, OH"
DCA,DEN,1476,212,"Washington, DC","Denver, CO"
DCA,DFW,1192,181,"Washington, DC","Dallas/Fort Worth, TX"
DCA,DTW,405,73,"Washington, DC","Detroit, MI"
DCA,EWR,199,43,"Washington, DC","Newark, NJ"
DCA,EYW,1023,154,"Washington, DC","Key West, FL"
DCA,FLL,899,133,"Washington, DC","Fort Lauderdale, FL"
DCA,GRR,524,88,"Washington, DC","Grand Rapids, MI"
DCA,GSO,248,49,"Washington, DC","Greensboro/High Point, NC"
DCA,GSP,396,71,"Washington, DC","Greer, SC"
DCA,HOU,1218,186,"Washington, DC","Houston, TX"
DCA,HPN,234,53,"Washington, DC","White Plains, NY"
DCA,HSV,613,102,"Washington, DC","Huntsville, AL"
DCA,IAH,1208,185,"Washington, DC","Houston, TX"
DCA,IND,500,85,"Washington, DC","Indianapolis, IN"
DCA,JAX,634,100,"Washington, DC","Jacksonville, FL"
DCA,JFK,213,42,"Washington, DC","New York, NY"
DCA,LAX,2311,318,"Washington, DC","Los Angeles, CA"
DCA,LGA,214,46,"Washington, DC","New York, NY"
DCA,MCI,949,145,"Washington, DC","Kansas City, MO"
DCA,MCO,759,117,"Washington, DC","Orlando, FL"
DCA,MDW,601,99,"Washington, DC","Chicago, IL"
DCA,MEM,762,126,"Washington, DC","Memphis, TN"
DCA,MHT,406,64,"Washington, DC","Manchester, NH"
DCA,MIA,919,135,"Washington, DC","Miami, FL"
DCA,MKE,634,101,"Washington, DC","Milwaukee, WI"
DCA,MSP,931,139,"Washington, DC","Minneapolis, MN"
DCA,MSY,969,147,"Washington, DC","New Orleans, LA"
DCA,ORD,612,103,"Washington, DC","Chicago, IL"
DCA,ORF,142,33,"Washington, DC","Norfolk, VA"
DCA,PBI,857,129,"Washington, DC","West Palm Beach/Palm Beach, FL"
DCA,PDX,2350,329,"Washington, DC","Portland, OR"
DCA,PHL,119,35,"Washington, DC","Philadelphia, PA"
DCA,PHX,1979,283,"Washington, DC","Phoenix, AZ"
DCA,PIT,204,40,"Washington, DC","Pittsburgh, PA"
DCA,PNS,816,127,"Washington, DC","Pensacola, FL"
DCA,PVD,356,56,"Washington, DC","Providence, RI"
DCA,PWM,482,68,"Washington, DC","Portland, ME"
DCA,RDU,227,45,"Washington, DC","Raleigh/Durham, NC"
DCA,ROC,296,54,"Washington, DC","Rochester, NY"
DCA,RSW,892,135,"Washington, DC","Fort Myers, FL"
DCA,SAV,519,88,"Washington, DC","Savannah, GA"
DCA,SEA,2329,327,"Washington, DC","Seattle, WA"
DCA,SLC,1851,261,"Washington, DC","Salt Lake City, UT"
DCA,STL,719,123,"Washington, DC","St. Louis, MO"
DCA,SYR,298,52,"Washington, DC","Syracuse, NY"
DCA,TPA,814,122,"Washington, DC","Tampa, FL"
DCA,TYS,437,75,"Washington, DC","Knoxville, TN"
DDC,DEN,292,81,"Dodge City, KS","Denver, CO"
DEC,ORD,156,62,"Decatur, IL","Chicago, IL"
DEC,STL,110,22,"Decatur, IL","St. Louis, MO"
DEN,ABQ,349,52,"Denver, CO","Albuquerque, NM"
DEN,AIA,180,50,"Denver, CO","Alliance, NE"
DEN,ALS,179,48,"Denver, CO","Alamosa, CO"
DEN,AMA,359,52,"Denver, CO","Amarillo, TX"
